image_id,image_path,caption
347,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG357.jpg,"A seated divine figure with a calm expression and a raised hand in blessing, possibly a sage or deity, with traditional South Indian sculptural detailing."
348,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG358.jpg,"A curved female figure with an arched back and uplifted gaze, depicting graceful movement, often symbolic of divine or celestial dance in temple brackets."
349,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG359.jpg,"A curved female figure with an arched back and uplifted gaze, depicting graceful movement, often symbolic of divine or celestial dance in temple brackets."
350,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG360.jpg,"A playful female figure bending sideways in a fluid, dance-like motion, richly adorned, reflecting the stylized portrayal of apsaras in temple architecture."
351,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG361.jpg,"A playful female figure bending sideways in a fluid, dance-like motion, richly adorned, reflecting the stylized portrayal of apsaras in temple architecture."
352,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG362.jpg,"A playful female figure bending sideways in a fluid, dance-like motion, richly adorned, reflecting the stylized portrayal of apsaras in temple architecture."
353,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG363.jpg,Gopuram of sri margabandeeswarar temple
354,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG364.jpg,Gopuram of sri margabandeeswarar temple
355,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG365.jpg,Gopuram of sri margabandeeswarar temple
356,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG366.jpg,Gopuram of sri margabandeeswarar temple
357,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG367.jpg,Gopuram of sri margabandeeswarar temple
358,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG369.jpg,Gopuram of sri margabandeeswarar temple
359,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG370.jpg,Gopuram of sri margabandeeswarar temple
360,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG371.jpg,Gopuram of sri margabandeeswarar temple
361,F:\temple\images\IMG371.jpg,Gopuram of sri margabandeeswarar temple
362,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG372.jpg,"A scene showing two devotees performing rituals before a Shiva Lingam, with detailed representation of temple structure and ritual worship practices."
363,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG373.jpg,"A scene showing two devotees performing rituals before a Shiva Lingam, with detailed representation of temple structure and ritual worship practices."
364,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG374.jpg,"A scene showing two devotees performing rituals before a Shiva Lingam, with detailed representation of temple structure and ritual worship practices."
365,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG375.jpg,"A scene showing two devotees performing rituals before a Shiva Lingam, with detailed representation of temple structure and ritual worship practices."
366,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG376.jpg,"A four-armed deity standing upright, holding conch and discus, wearing a high crown and divine ornaments, identified as Vishnu in typical iconographic form."
367,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG377.jpg,"A four-armed deity standing upright, holding conch and discus, wearing a high crown and divine ornaments, identified as Vishnu in typical iconographic form."
368,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG378.jpg,"A four-armed deity standing upright, holding conch and discus, wearing a high crown and divine ornaments, identified as Vishnu in typical iconographic form."
369,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG379.jpg,"A four-armed deity standing upright, holding conch and discus, wearing a high crown and divine ornaments, identified as Vishnu in typical iconographic form."
370,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG380.jpg,"The sculpture shows a royal figure offering something to a devotee holding an umbrella, symbolizing divine blessing and royal patronage."
371,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG381.jpg,"The sculpture shows a royal figure offering something to a devotee holding an umbrella, symbolizing divine blessing and royal patronage."
372,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG382.jpg,"The sculpture shows a royal figure offering something to a devotee holding an umbrella, symbolizing divine blessing and royal patronage."
373,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG383.jpg,Gopuram of sri margabandeeswarar temple
374,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG384.jpg,Gopuram of sri margabandeeswarar temple
375,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG385.jpg,Gopuram of sri margabandeeswarar temple
376,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG386.jpg,Gopuram of sri margabandeeswarar temple
377,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG387.jpg,Gopuram of sri margabandeeswarar temple
378,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0388.jpg,"The Yazhi pillar sculpture depicts a mythical lion-like creature with a rider, representing strength, protection, and guardianship of the temple."
379,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0389.jpg,"The Yazhi pillar sculpture depicts a mythical lion-like creature with a rider, representing strength, protection, and guardianship of the temple."
380,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0390.jpg,"The horse rider pillar sculpture shows a warrior mounted on a rearing horse, symbolizing valor and martial heritage of the period."
381,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0391.jpg,"The horse rider pillar sculpture shows a warrior mounted on a rearing horse, symbolizing valor and martial heritage of the period."
382,C:\Users\reshm\OneDrive\Desktop\temple\Yazhi\IMG0392.jpg,"The horse rider pillar sculpture shows a warrior mounted on a rearing horse, symbolizing valor and martial heritage of the period."
383,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG395.jpg,"The sculpture at the pillar bottom shows a crouching Yazhi with decorative features, symbolizing support and divine strength."
384,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG396.jpg,"The sculpture at the pillar bottom shows a crouching Yazhi with decorative features, symbolizing support and divine strength."
385,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG397.jpg,"The sculpture at the pillar bottom shows a crouching Yazhi with decorative features, symbolizing support and divine strength."
386,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG398.jpg,"The sculpture at the pillar bottom shows a crouching Yazhi with decorative features, symbolizing support and divine strength."
387,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG399.jpg,"The sculpture at the pillar bottom shows a crouching Yazhi with decorative features, symbolizing support and divine strength."
388,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG400.jpg,"The dwarapala-like figure at the base depicts a guardian with a mace, representing protection and vigilance at the temple entrance."
389,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG401.jpg,"The dwarapala-like figure at the base depicts a guardian with a mace, representing protection and vigilance at the temple entrance."
390,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG402.jpg,Yazhi sculpture is a mythical lion-like creature carved on the temple pillar symbolizing power and protection
391,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG403.jpg,Yazhi sculpture is a mythical lion-like creature carved on the temple pillar symbolizing power and protection
392,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG404.jpg,Yazhi sculpture is a mythical lion-like creature carved on the temple pillar symbolizing power and protection
395,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG405.jpg,Warrior carving is a figure of a warrior etched on the pillar representing strength and guardianship
396,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG406.jpg,Dancer carving is a figure in a dancing posture on the pillar symbolizing art and devotion.
397,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG407.jpg,Dancer carving is a figure in a dancing posture on the pillar symbolizing art and devotion.
398,C:\Users\reshm\OneDrive\Desktop\temple\Sculptures\IMG408.jpg,Dancer carving is a figure in a dancing posture on the pillar symbolizing art and devotion.
399,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG409.jpg,Gopuram of sri margabandeeswarar temple
400,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG410.jpg,Gopuram of sri margabandeeswarar temple
401,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG411.jpg,"image shows a stone sculpture of Nandi, the sacred bull and mount of Lord Shiva, placed outside a temple"
402,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG412.jpg,"image shows a stone sculpture of Nandi, the sacred bull and mount of Lord Shiva, placed outside a temple"
403,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG413.jpg,"image shows a stone sculpture of Nandi, the sacred bull and mount of Lord Shiva, placed outside a temple"
404,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG414.jpg,"image shows a stone sculpture of Nandi, the sacred bull and mount of Lord Shiva, placed outside a temple"
405,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG415.jpg,"image shows a stone sculpture of Nandi, the sacred bull and mount of Lord Shiva, placed outside a temple"
406,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG416.jpg,"image shows the towering gopuram of theThiruchendur Temple, richly decorated with intricate carvings and symbolic sculptures."
407,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG417.jpg,"image shows the towering gopuram of theThiruchendur Temple, richly decorated with intricate carvings and symbolic sculptures."
408,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG418.jpg,"image shows the towering gopuram of theThiruchendur Temple, richly decorated with intricate carvings and symbolic sculptures."
409,C:\Users\reshm\OneDrive\Desktop\temple\Gopuram\IMG419.jpg,"image shows the towering gopuram of theThiruchendur Temple, richly decorated with intricate carvings and symbolic sculptures."
410,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG420.jpg,"The Yazhi is a mythical creature in South Indian temple architecture, symbolizing fierce protection and combining features of a lion, elephant, and other animals."
411,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG421.jpg,"The Yazhi is a mythical creature in South Indian temple architecture, symbolizing fierce protection and combining features of a lion, elephant, and other animals."
412,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG422.jpg,"The Yazhi is a mythical creature in South Indian temple architecture, symbolizing fierce protection and combining features of a lion, elephant, and other animals."
413,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG423.jpg,"The Yazhi is a mythical creature in South Indian temple architecture, symbolizing fierce protection and combining features of a lion, elephant, and other animals."
414,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG424.jpg,"The Yazhi is a mythical creature in South Indian temple architecture, symbolizing fierce protection and combining features of a lion, elephant, and other animals."
415,C:\Users\reshm\OneDrive\Desktop\temple\Vehicle\IMG425.jpg,"The Yazhi is a mythical creature in South Indian temple architecture, symbolizing fierce protection and combining features of a lion, elephant, and other animals."
